did,handle,canonical_url,a_rkey,a_created_at,a_text,b_rkey,b_created_at,b_text,gap_hours,text_jaccard,offline_core_jaccard,offline_core_sequence,offline_gap_hours,selected_target,target_flags,a_uri,b_uri,a_text_live,b_text_live,a_created_at_live,b_created_at_live,gap_hours_live,core_jaccard_live,core_sequence_live,a_reposts,b_reposts,winner_reposts,loser_reposts,repost_margin,winner_loser_ratio,repost_winner,decisive_outcome,a_likes,b_likes,a_quotes,b_quotes,reasons
did:plc:7vb3nqbwxsgxzvukuddgttrw,divyampersaud.com,chuffed.org/project/erc,3mu2uszrsek2z,2026-08-27T12:44:22Z,chuffed.org/project/erc,3mu2vrnlcn226,2026-08-27T13:01:24Z,"Please share 🚨 A displacement camp was bombed a few days ago, leaving 25 families with NOTHING.

We do not have the choice to look away here. I'm working with a volunteer in the camp to coordinate relief. Every little bit helps these families survive: chuffed.org/project/erc",0.28,0.0952,0.0952,0.1448,0.2839,chuffed.org/project/erc,,at://did:plc:7vb3nqbwxsgxzvukuddgttrw/app.bsky.feed.post/3mu2uszrsek2z,at://did:plc:7vb3nqbwxsgxzvukuddgttrw/app.bsky.feed.post/3mu2vrnlcn226,chuffed.org/project/erc,"Please share 🚨 A displacement camp was bombed a few days ago, leaving 25 families with NOTHING.

We do not have the choice to look away here. I'm working with a volunteer in the camp to coordinate relief. Every little bit helps these families survive: chuffed.org/project/erc",2026-08-27T12:44:22.643000+00:00,2026-08-27T13:01:24.371000+00:00,0.2838,0.0952,0.1448,4,12,12,4,8,3.0,B,1,4,14,0,4,
did:plc:flczgiu3a2jqmqlk54qnbf4c,sokuho.news,mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/kenkou/kekkaku-kansenshou/infulenza/index.html,3mu2d2knwlh2d,2026-08-27T07:26:27Z,"🛎️NNNより【速報】です。

【速報】インフルエンザが早くも流行シーズン入り 過去10年で一番早い流行 北海道
(2026-08-27 16:26) #ニュース

😷感染症情報
🔗https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/kenkou/kekkaku-kansenshou/infulenza/index.html",3mu2exydval24,2026-08-27T08:00:48Z,"🛎️FNNより【速報】です。

【速報】インフルエンザ_札幌市で早くも”流行入り”発表_過去10年で最も早く_定点あたり1.12に_北海道も過去最速で流行入り_感染対策呼びかけ〈北海道札幌市〉<br />
(2026-08-27 17:00) #ニュース

😷感染症情報
🔗https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/kenkou/kekkaku-kansenshou/infulenza/index.html",0.57,0.2593,0.3333,0.6667,0.5725,mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/kenkou/kekkaku-kansenshou/infulenza/index.html,,at://did:plc:flczgiu3a2jqmqlk54qnbf4c/app.bsky.feed.post/3mu2d2knwlh2d,at://did:plc:flczgiu3a2jqmqlk54qnbf4c/app.bsky.feed.post/3mu2exydval24,"🛎️NNNより【速報】です。

【速報】インフルエンザが早くも流行シーズン入り 過去10年で一番早い流行 北海道
(2026-08-27 16:26) #ニュース

😷感染症情報
🔗https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/kenkou/kekkaku-kansenshou/infulenza/index.html","🛎️FNNより【速報】です。

【速報】インフルエンザ_札幌市で早くも”流行入り”発表_過去10年で最も早く_定点あたり1.12に_北海道も過去最速で流行入り_感染対策呼びかけ〈北海道札幌市〉<br />
(2026-08-27 17:00) #ニュース

😷感染症情報
🔗https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/kenkou/kekkaku-kansenshou/infulenza/index.html",2026-08-27T07:26:27.770000+00:00,2026-08-27T08:00:48.942000+00:00,0.5725,0.3333,0.6667,12,4,12,4,8,3.0,A,1,11,3,1,0,
did:plc:7dktlg2jitmjjfismzyxzq2g,amtrax.bsky.social,youtu.be/m8fraTW5pDI,3mu2aqfcup224,2026-08-27T06:44:59Z,"So this goes live at 8 AM Pacfiic TIme

youtu.be/m8fraTW5pDI

You should click the bell so you get notified~",3mu3abccjsc2m,2026-08-27T16:09:12Z,"Three months of Final Fantasy XIV, cut down to 39 minutes of laughter.

Pray, enjoy some Eorzean chuckles, before we begin Endwalker next week, eh? youtu.be/m8fraTW5pDI",9.40,0.0698,0.0698,0.2707,9.4036,youtu.be/m8fraTW5pDI,,at://did:plc:7dktlg2jitmjjfismzyxzq2g/app.bsky.feed.post/3mu2aqfcup224,at://did:plc:7dktlg2jitmjjfismzyxzq2g/app.bsky.feed.post/3mu3abccjsc2m,"So this goes live at 8 AM Pacfiic TIme

youtu.be/m8fraTW5pDI

You should click the bell so you get notified~","Three months of Final Fantasy XIV, cut down to 39 minutes of laughter.

Pray, enjoy some Eorzean chuckles, before we begin Endwalker next week, eh? youtu.be/m8fraTW5pDI",2026-08-27T06:44:59.234000+00:00,2026-08-27T16:09:12.486000+00:00,9.4037,0.0698,0.2707,5,12,12,5,7,2.4,B,1,8,16,0,0,
did:plc:txlzectspmjxs62oo7gy2tef,dominicpiper.bsky.social,mybook.to/LikeBottledFire,3mu2mgt7pik2x,2026-08-27T10:14:23Z,"#FREE #FREE #FREE

Like Bottled Fire. Dominic Piper.

""A cinematic experience from beginning to end: a quick read that immerses you in the enticing, perilous world of private investigator Daniel Beckett."" - Patricia Furstenberg, author.

mybook.to/LikeBottledF...

#DanielBeckett #Rome #Thriller",3mu2ohzi3jk2x,2026-08-27T10:50:50Z,"#FREE #FREE #FREE

Like Bottled Fire. Dominic Piper.

""A savvy and exciting reading experience.""

mybook.to/LikeBottledF...

#FREE #DanielBeckett #PrivateInvestigator #MustRead #Rome #ShortStory #Thriller #Prequel #BritishDetectives #CrimeFiction #FreeBooks",0.61,0.2979,0.2778,0.4472,0.6075,mybook.to/LikeBottledFire,,at://did:plc:txlzectspmjxs62oo7gy2tef/app.bsky.feed.post/3mu2mgt7pik2x,at://did:plc:txlzectspmjxs62oo7gy2tef/app.bsky.feed.post/3mu2ohzi3jk2x,"#FREE #FREE #FREE

Like Bottled Fire. Dominic Piper.

""A cinematic experience from beginning to end: a quick read that immerses you in the enticing, perilous world of private investigator Daniel Beckett."" - Patricia Furstenberg, author.

mybook.to/LikeBottledF...

#DanielBeckett #Rome #Thriller","#FREE #FREE #FREE

Like Bottled Fire. Dominic Piper.

""A savvy and exciting reading experience.""

mybook.to/LikeBottledF...

#FREE #DanielBeckett #PrivateInvestigator #MustRead #Rome #ShortStory #Thriller #Prequel #BritishDetectives #CrimeFiction #FreeBooks",2026-08-27T10:14:23.170000+00:00,2026-08-27T10:50:50.755000+00:00,0.6077,0.2778,0.4472,6,12,12,6,6,2.0,B,1,8,15,0,0,
did:plc:54g3g4zsuuaub7j4vx6ij3zg,nhc-atlantic.extwitter.link,t.co/GrztW6mQJV,3mu2su3hnjw2a,2026-08-27T12:09:10Z,"Aug 27 8AM EDT: NHC is monitoring an area in the tropical Atlantic that has a high chance (90%) of development. If the current trends continue, advisories could be initiated on a short-lived tropical storm later today. For the latest information visit t.co/GrztW6mQJV

🔗 hurricanes.gov",3mu34tjexbw2t,2026-08-27T15:07:48Z,"11 AM AST Thu Aug 27 (Advisory 1) Key Messages for Tropical Storm #Dolly. Latest info: t.co/GrztW6mQJV

11 AM AST jueves 27 de agosto (Aviso 1) Mensajes clave sobre la tormenta tropical #Dolly. Más información: t.co/GrztW6mQJV

🔗 hurricanes.gov",2.98,0.1692,0.1719,0.2028,2.9772,t.co/GrztW6mQJV,,at://did:plc:54g3g4zsuuaub7j4vx6ij3zg/app.bsky.feed.post/3mu2su3hnjw2a,at://did:plc:54g3g4zsuuaub7j4vx6ij3zg/app.bsky.feed.post/3mu34tjexbw2t,"Aug 27 8AM EDT: NHC is monitoring an area in the tropical Atlantic that has a high chance (90%) of development. If the current trends continue, advisories could be initiated on a short-lived tropical storm later today. For the latest information visit t.co/GrztW6mQJV

🔗 hurricanes.gov","11 AM AST Thu Aug 27 (Advisory 1) Key Messages for Tropical Storm #Dolly. Latest info: t.co/GrztW6mQJV

11 AM AST jueves 27 de agosto (Aviso 1) Mensajes clave sobre la tormenta tropical #Dolly. Más información: t.co/GrztW6mQJV

🔗 hurricanes.gov",2026-08-27T12:09:10.384992+00:00,2026-08-27T15:07:48.841578+00:00,2.9773,0.1719,0.2028,6,12,12,6,6,2.0,B,1,14,11,1,9,
did:plc:ptqsmvmjxpzupiuch6sx6xey,drandrewboswell.bsky.social,nationalsustainabilitynews.co.uk/Scientists-carbon-obligations-rosebank.php,3mu27hjf5ec2u,2026-08-27T06:22:07Z,"nationalsustainabilitynews.co.uk/Scientists-c... 
Only minority of scientists want Rosebank consented with/without CCS.  See why this doesn't add up 🧵below

Pls write to your MP & Miatta Fahnbulleh asking her to reject Rosebank and this carbon storage obligation proposal
@georgemonbiot.bsky.social",3mu2lfle7vc2y,2026-08-27T09:55:47Z,"nationalsustainabilitynews.co.uk/Scientists-c... 
Few scientists want Rosebank consented with/without CCS.  See why this doesn't add up 🧵below

You can write to your MP & Miatta Fahnbulleh asking her to reject Rosebank and this CCS proposal here 👉 docs.google.com/document/d/1...

Please do it now!",3.56,0.5556,0.5882,0.4613,3.5611,nationalsustainabilitynews.co.uk/Scientists-carbon-obligations-rosebank.php,,at://did:plc:ptqsmvmjxpzupiuch6sx6xey/app.bsky.feed.post/3mu27hjf5ec2u,at://did:plc:ptqsmvmjxpzupiuch6sx6xey/app.bsky.feed.post/3mu2lfle7vc2y,"nationalsustainabilitynews.co.uk/Scientists-c... 
Only minority of scientists want Rosebank consented with/without CCS.  See why this doesn't add up 🧵below

Pls write to your MP & Miatta Fahnbulleh asking her to reject Rosebank and this carbon storage obligation proposal
@georgemonbiot.bsky.social","nationalsustainabilitynews.co.uk/Scientists-c... 
Few scientists want Rosebank consented with/without CCS.  See why this doesn't add up 🧵below

You can write to your MP & Miatta Fahnbulleh asking her to reject Rosebank and this CCS proposal here 👉 docs.google.com/document/d/1...

Please do it now!",2026-08-27T06:22:07.772000+00:00,2026-08-27T09:55:47.633000+00:00,3.5611,0.5882,0.4613,11,1,11,1,10,11.0,A,1,12,4,0,0,
did:plc:qc3al5f4zcp4h4trgrzntvby,lamarea.com,lamarea.com/2026/08/26/mujeres-saharauis,3mu2d2hhp4v2j,2026-08-27T07:26:24Z,"«Lo que ha logrado la mujer saharaui hasta hoy es un motivo de celebración, a pesar de que seguimos teniendo muchos desafíos», explica la bioquímica Abida Mohamed Buzeid.

✍️ Un reportaje de @patriciasimon.bsky.social
",3mu2tto4hlj2t,2026-08-27T12:26:50Z,"La supresión de las ayudas de la agencia estadounidense USAID y los recortes en las ayudas a la cooperación de Europa han agravado la crisis humanitaria que sufre el pueblo saharaui exiliado desde hace medio siglo. 
Por @patriciasimon.bsky.social
",5.01,0.1481,0.098,0.0352,5.0072,lamarea.com/2026/08/26/mujeres-saharauis,,at://did:plc:qc3al5f4zcp4h4trgrzntvby/app.bsky.feed.post/3mu2d2hhp4v2j,at://did:plc:qc3al5f4zcp4h4trgrzntvby/app.bsky.feed.post/3mu2tto4hlj2t,"«Lo que ha logrado la mujer saharaui hasta hoy es un motivo de celebración, a pesar de que seguimos teniendo muchos desafíos», explica la bioquímica Abida Mohamed Buzeid.

✍️ Un reportaje de @patriciasimon.bsky.social
","La supresión de las ayudas de la agencia estadounidense USAID y los recortes en las ayudas a la cooperación de Europa han agravado la crisis humanitaria que sufre el pueblo saharaui exiliado desde hace medio siglo. 
Por @patriciasimon.bsky.social
",2026-08-27T07:26:24.362691+00:00,2026-08-27T12:26:50.076245+00:00,5.0071,0.098,0.0352,4,11,11,4,7,2.75,B,1,7,10,0,0,
did:plc:ptqsmvmjxpzupiuch6sx6xey,drandrewboswell.bsky.social,nationalsustainabilitynews.co.uk/Scientists-carbon-obligations-rosebank.php,3mu27hjf5ec2u,2026-08-27T06:22:07Z,"nationalsustainabilitynews.co.uk/Scientists-c... 
Only minority of scientists want Rosebank consented with/without CCS.  See why this doesn't add up 🧵below

Pls write to your MP & Miatta Fahnbulleh asking her to reject Rosebank and this carbon storage obligation proposal
@georgemonbiot.bsky.social",3mu2en2q6sk2y,2026-08-27T07:54:42Z,"nationalsustainabilitynews.co.uk/Scientists-c... 
Few scientists want Rosebank consented with/without CCS.  See why this doesn't add up 🧵below

You can write to your MP & Miatta Fahnbulleh asking her to reject Rosebank and this CCS proposal here 👉 docs.google.com/document/d/1...

Please do it now!",1.54,0.5556,0.5882,0.4613,1.5431,nationalsustainabilitynews.co.uk/Scientists-carbon-obligations-rosebank.php,,at://did:plc:ptqsmvmjxpzupiuch6sx6xey/app.bsky.feed.post/3mu27hjf5ec2u,at://did:plc:ptqsmvmjxpzupiuch6sx6xey/app.bsky.feed.post/3mu2en2q6sk2y,"nationalsustainabilitynews.co.uk/Scientists-c... 
Only minority of scientists want Rosebank consented with/without CCS.  See why this doesn't add up 🧵below

Pls write to your MP & Miatta Fahnbulleh asking her to reject Rosebank and this carbon storage obligation proposal
@georgemonbiot.bsky.social","nationalsustainabilitynews.co.uk/Scientists-c... 
Few scientists want Rosebank consented with/without CCS.  See why this doesn't add up 🧵below

You can write to your MP & Miatta Fahnbulleh asking her to reject Rosebank and this CCS proposal here 👉 docs.google.com/document/d/1...

Please do it now!",2026-08-27T06:22:07.772000+00:00,2026-08-27T07:54:42.439000+00:00,1.543,0.5882,0.4613,11,5,11,5,6,2.2,A,1,12,6,0,0,
did:plc:mzq2thimnfznetmhyivc6bsc,limitbreakcomics.bsky.social,zoop.gg/c/bumpinthenight,3mu2u4qhmuk2f,2026-08-27T12:31:54Z,"Meet the creative team behind our Curupira story!

@iamrodrigo.bsky.social, @rolinmari.bsky.social and @aileencudmore.bsky.social are teaming up to tell a story of one of Brazil's cryptids in Bump in the Night.

Back the book here: zoop.gg/c/bumpinthen...",3mu34z5r5f22o,2026-08-27T15:10:58Z,"We have to be loud about this for the foreseeable, because social media doesn't always like crowdfunding.

Bump in the Night is our eco-horror cryptid anthology, and it needs your help getting funded!

zoop.gg/c/bumpinthen...

We're 6 backers away from 50!",2.65,0.1791,0.1746,0.048,2.6511,zoop.gg/c/bumpinthenight,,at://did:plc:mzq2thimnfznetmhyivc6bsc/app.bsky.feed.post/3mu2u4qhmuk2f,at://did:plc:mzq2thimnfznetmhyivc6bsc/app.bsky.feed.post/3mu34z5r5f22o,"Meet the creative team behind our Curupira story!

@iamrodrigo.bsky.social, @rolinmari.bsky.social and @aileencudmore.bsky.social are teaming up to tell a story of one of Brazil's cryptids in Bump in the Night.

Back the book here: zoop.gg/c/bumpinthen...","We have to be loud about this for the foreseeable, because social media doesn't always like crowdfunding.

Bump in the Night is our eco-horror cryptid anthology, and it needs your help getting funded!

zoop.gg/c/bumpinthen...

We're 6 backers away from 50!",2026-08-27T12:31:54.670000+00:00,2026-08-27T15:10:58.077000+00:00,2.6509,0.1746,0.048,11,5,11,5,6,2.2,A,1,10,4,2,1,
did:plc:y6bpqeb35iqkw6bsn3g2j6pz,lincolnsquare.media,bit.ly/4xkAFUt,3mtzzl2luvz2w,2026-08-27T04:36:43Z,"Todd Blanche went from Trump’s defense attorney to the deciding Epstein files redactions.  

https://bit.ly/4xkAFUt

@katiephang.bsky.social stopped by Lincoln Square to discuss the Epstein files and America’s two-tiered justice system with @stevenbeschloss.bsky.social on Six Questions.  Subscribe!",3mu353cntlt2d,2026-08-27T15:12:10Z,"Nothing says “we believe in democracy” like trying to scare people out of participating in it. @azsecretary.bsky.social stopped by LS to discuss voter intimidation and the battle to keep elections free and fair.

https://bit.ly/4xkAFUt

Subscribe to watch The @frankfigliuzzi.bsky.social Show",10.59,0.1500,0.1296,0.0376,10.5908,bit.ly/4xkAFUt,,at://did:plc:y6bpqeb35iqkw6bsn3g2j6pz/app.bsky.feed.post/3mtzzl2luvz2w,at://did:plc:y6bpqeb35iqkw6bsn3g2j6pz/app.bsky.feed.post/3mu353cntlt2d,"Todd Blanche went from Trump’s defense attorney to the deciding Epstein files redactions.  

https://bit.ly/4xkAFUt

@katiephang.bsky.social stopped by Lincoln Square to discuss the Epstein files and America’s two-tiered justice system with @stevenbeschloss.bsky.social on Six Questions.  Subscribe!","Nothing says “we believe in democracy” like trying to scare people out of participating in it. @azsecretary.bsky.social stopped by LS to discuss voter intimidation and the battle to keep elections free and fair.

https://bit.ly/4xkAFUt

Subscribe to watch The @frankfigliuzzi.bsky.social Show",2026-08-27T04:36:43.997031+00:00,2026-08-27T15:12:10.282387+00:00,10.5906,0.1296,0.0376,10,4,10,4,6,2.5,A,1,37,12,0,0,
did:plc:dk644jtqur3mvxphdwuawi25,marcianobrito.bsky.social,revistaforum.com.br/brasil/andre-mendonca-salario-media,3mu32naylrc25,2026-08-27T14:28:31Z,"Com salário de quase R$ 60 mil, André Mendonça reclama: “condição média” de vida.
O bolsonarista de toga classificou remuneração da Corte como de ""classe b""; dados oficiais mostram que ele recebeu mais de R$ 182mil líquidos nos primeiros 7 meses do ano.
📰 revistaforum.com.br/brasil/andre...

Sheila🎥",3mu36gbcc2c26,2026-08-27T15:36:11Z,"O ministro bolsonarista André Mendonça reclamou do salário que recebe no STF. 
A vida está muito difícil para o André Mendonça🤡.
revistaforum.com.br/brasil/andre...

Além do salário do STF, André Mendonça fatura milhões em dinheiro público com o seu Instituto Iter. 👇🏾

""Ô, coitado!""😜
1/2⤵️",1.13,0.1970,0.197,0.1198,1.1278,revistaforum.com.br/brasil/andre-mendonca-salario-media,,at://did:plc:dk644jtqur3mvxphdwuawi25/app.bsky.feed.post/3mu32naylrc25,at://did:plc:dk644jtqur3mvxphdwuawi25/app.bsky.feed.post/3mu36gbcc2c26,"Com salário de quase R$ 60 mil, André Mendonça reclama: “condição média” de vida.
O bolsonarista de toga classificou remuneração da Corte como de ""classe b""; dados oficiais mostram que ele recebeu mais de R$ 182mil líquidos nos primeiros 7 meses do ano.
📰 revistaforum.com.br/brasil/andre...

Sheila🎥","O ministro bolsonarista André Mendonça reclamou do salário que recebe no STF. 
A vida está muito difícil para o André Mendonça🤡.
revistaforum.com.br/brasil/andre...

Além do salário do STF, André Mendonça fatura milhões em dinheiro público com o seu Instituto Iter. 👇🏾

""Ô, coitado!""😜
1/2⤵️",2026-08-27T14:28:31.330000+00:00,2026-08-27T15:36:11.733000+00:00,1.1279,0.197,0.1198,4,10,10,4,6,2.5,B,1,8,23,5,3,
did:plc:dy5gzjwxey5agldgerrdaxja,sparkshocker.bsky.social,cash.app/$RainLune93,3mtzsl6orc22r,2026-08-27T02:31:32Z,"THIS IS STILL FUCKING NEEDED! IT'S JUST $60 FFS. 3 PEOPLE MATCHING MY $20 FROM EARLIER WOULD CLEAR THIS! HELP THEM!

paypal.me/LuneFae
cash.app/$RainLune93

#MutualAid #LGBTQMA #HelpFolksLive2026 #emergencyMA #disabilityMA #MutualAidSavesLives #DirectAidSavesLives #HelpSky #SkyAid 💕💸🏳️‍⚧️♿🚨‼️",3mtzw2fznws2r,2026-08-27T03:33:44Z,"This is at $20/$60 right now! Two matches of $20 or 4 matches of $10 clears this! HELP THEM

paypal.me/LuneFae
cash.app/$RainLune93

#MutualAid #LGBTQMA #HelpFolksLive2026 #emergencyMA #disabilityMA #MutualAidSavesLives #DirectAidSavesLives #HelpSky #SkyAid 💕💸🏳️‍⚧️♿🚨‼️",1.04,0.4565,0.3243,0.6741,1.0367,cash.app/$RainLune93,,at://did:plc:dy5gzjwxey5agldgerrdaxja/app.bsky.feed.post/3mtzsl6orc22r,at://did:plc:dy5gzjwxey5agldgerrdaxja/app.bsky.feed.post/3mtzw2fznws2r,"THIS IS STILL FUCKING NEEDED! IT'S JUST $60 FFS. 3 PEOPLE MATCHING MY $20 FROM EARLIER WOULD CLEAR THIS! HELP THEM!

paypal.me/LuneFae
cash.app/$RainLune93

#MutualAid #LGBTQMA #HelpFolksLive2026 #emergencyMA #disabilityMA #MutualAidSavesLives #DirectAidSavesLives #HelpSky #SkyAid 💕💸🏳️‍⚧️♿🚨‼️","This is at $20/$60 right now! Two matches of $20 or 4 matches of $10 clears this! HELP THEM

paypal.me/LuneFae
cash.app/$RainLune93

#MutualAid #LGBTQMA #HelpFolksLive2026 #emergencyMA #disabilityMA #MutualAidSavesLives #DirectAidSavesLives #HelpSky #SkyAid 💕💸🏳️‍⚧️♿🚨‼️",2026-08-27T02:31:32.126000+00:00,2026-08-27T03:33:44.366000+00:00,1.0367,0.3243,0.6741,5,10,10,5,5,2.0,B,1,4,8,3,2,
did:plc:hijbeizbm5ege43fnm6aqhee,connieskp.bsky.social,disinfowatch.org/wp-content/uploads/2026/05/Alberta-and-Foreign-Interference-Report-Final-052026-web.pdf,3mtzrtlkihc2x,2026-08-27T02:18:20Z,"Smith is a traitor. She definitely doesn't have any loyalty towards Canada and our other provinces. Is she on our side?
disinfowatch.org/wp-content/u...",3mtzrzgt35k2x,2026-08-27T02:21:36Z,"She is a paid off flunky for the orange felon. A traitor to Alberta and to Canada. She doesn't deserve this office. Selling out to our enemy is treason. She needs to resign.
Her actions don't lie but she does.
disinfowatch.org/wp-content/u...",0.05,0.2917,0.2917,0.1794,0.0544,disinfowatch.org/wp-content/uploads/2026/05/Alberta-and-Foreign-Interference-Report-Final-052026-web.pdf,,at://did:plc:hijbeizbm5ege43fnm6aqhee/app.bsky.feed.post/3mtzrtlkihc2x,at://did:plc:hijbeizbm5ege43fnm6aqhee/app.bsky.feed.post/3mtzrzgt35k2x,"Smith is a traitor. She definitely doesn't have any loyalty towards Canada and our other provinces. Is she on our side?
disinfowatch.org/wp-content/u...","She is a paid off flunky for the orange felon. A traitor to Alberta and to Canada. She doesn't deserve this office. Selling out to our enemy is treason. She needs to resign.
Her actions don't lie but she does.
disinfowatch.org/wp-content/u...",2026-08-27T02:18:20.314000+00:00,2026-08-27T02:21:36.679000+00:00,0.0545,0.2917,0.1794,0,9,9,0,9,inf,B,1,1,11,0,0,
did:plc:gia6fkjy7gi5n7g24nhct4zw,toplandscaper.eurosky.social,secure.avaaz.org/campaign/en/justice_for_hind_rajab_rb_loc?copy=&referer_id=01a042737597752eac9e5b0d98e92f08&share_location=post_action,3mu2ihx42u225,2026-08-27T09:03:25Z,"Please sign this petition calling for Netanyahu's arrest for war crimes
It's already passed the 1 million mark
If you can please watch ""The Voice of Hind Rajab"" and don't forget Kleenex as I guarantee you'll she'd a tear

secure.avaaz.org/campaign/en/...",3mu2vr4p5pk2e,2026-08-27T13:01:12Z,"Arrest the current equivalent No 1 villain
Please sign this petition to arrest Netanyahu for war crimes
Please watch ""The Voice of Hind Rajab"" and understand how evil these ppl are
Bring your Kleenex because you'll shed a tear

secure.avaaz.org/campaign/en/...",3.96,0.4576,0.4576,0.028,3.9631,secure.avaaz.org/campaign/en/justice_for_hind_rajab_rb_loc?copy=&referer_id=01a042737597752eac9e5b0d98e92f08&share_location=post_action,,at://did:plc:gia6fkjy7gi5n7g24nhct4zw/app.bsky.feed.post/3mu2ihx42u225,at://did:plc:gia6fkjy7gi5n7g24nhct4zw/app.bsky.feed.post/3mu2vr4p5pk2e,"Please sign this petition calling for Netanyahu's arrest for war crimes
It's already passed the 1 million mark
If you can please watch ""The Voice of Hind Rajab"" and don't forget Kleenex as I guarantee you'll she'd a tear

secure.avaaz.org/campaign/en/...","Arrest the current equivalent No 1 villain
Please sign this petition to arrest Netanyahu for war crimes
Please watch ""The Voice of Hind Rajab"" and understand how evil these ppl are
Bring your Kleenex because you'll shed a tear

secure.avaaz.org/campaign/en/...",2026-08-27T09:03:25.829000+00:00,2026-08-27T13:01:12.334000+00:00,3.9629,0.4576,0.028,9,0,9,0,9,inf,A,1,9,2,0,0,
did:plc:gia6fkjy7gi5n7g24nhct4zw,toplandscaper.eurosky.social,secure.avaaz.org/campaign/en/justice_for_hind_rajab_rb_loc?copy=&referer_id=01a042737597752eac9e5b0d98e92f08&share_location=post_action,3mu2ihx42u225,2026-08-27T09:03:25Z,"Please sign this petition calling for Netanyahu's arrest for war crimes
It's already passed the 1 million mark
If you can please watch ""The Voice of Hind Rajab"" and don't forget Kleenex as I guarantee you'll she'd a tear

secure.avaaz.org/campaign/en/...",3mu2w7dnros2e,2026-08-27T13:09:09Z,"Arrest the current equivalent No 1 villain
Please sign this petition to arrest Netanyahu for war crimes
Please watch ""The Voice of Hind Rajab"" and understand how evil these ppl are
Bring your Kleenex because you'll shed a tear

secure.avaaz.org/campaign/en/...",4.10,0.4576,0.4576,0.028,4.0956,secure.avaaz.org/campaign/en/justice_for_hind_rajab_rb_loc?copy=&referer_id=01a042737597752eac9e5b0d98e92f08&share_location=post_action,,at://did:plc:gia6fkjy7gi5n7g24nhct4zw/app.bsky.feed.post/3mu2ihx42u225,at://did:plc:gia6fkjy7gi5n7g24nhct4zw/app.bsky.feed.post/3mu2w7dnros2e,"Please sign this petition calling for Netanyahu's arrest for war crimes
It's already passed the 1 million mark
If you can please watch ""The Voice of Hind Rajab"" and don't forget Kleenex as I guarantee you'll she'd a tear

secure.avaaz.org/campaign/en/...","Arrest the current equivalent No 1 villain
Please sign this petition to arrest Netanyahu for war crimes
Please watch ""The Voice of Hind Rajab"" and understand how evil these ppl are
Bring your Kleenex because you'll shed a tear

secure.avaaz.org/campaign/en/...",2026-08-27T09:03:25.829000+00:00,2026-08-27T13:09:09.392000+00:00,4.0954,0.4576,0.028,9,0,9,0,9,inf,A,1,9,1,0,0,
did:plc:ayagznj66cdicwhci2vfxitv,ninazeelen.bsky.social,bnnvara.nl/joop/artikelen/nederland-is-potentieel-autocratischer-dan-de-verenigde-staten,3mtzzmifjgk2o,2026-08-27T04:37:32Z,"""De ministerraad wordt formeel benoemd door de vorige ministerraad. Motie van wantrouwen wordt traditioneel gezien als bindend. Dat is een gebruik, geen wet. Het electoraat en parlement hebben geen wettelijk middel om een ministerraad af te zetten. Ook de nucleaire optie van een shutdown ontbreekt.""",3mu22in6tlk2o,2026-08-27T04:53:16Z,"Executive Order

""In de laatste 40 jaar heeft de ministerraad veel meer bevoegdheden gekregen om bij ministerieel besluit of bij algemene maatregel van bestuur te besluiten. Dit alles gaat er vanuit dat het parlement de regering tegen zal werken als deze autocratisch wordt, dat is zeer de vraag.""",0.26,0.1618,0.1618,0.0172,0.2622,bnnvara.nl/joop/artikelen/nederland-is-potentieel-autocratischer-dan-de-verenigde-staten,,at://did:plc:ayagznj66cdicwhci2vfxitv/app.bsky.feed.post/3mtzzmifjgk2o,at://did:plc:ayagznj66cdicwhci2vfxitv/app.bsky.feed.post/3mu22in6tlk2o,"""De ministerraad wordt formeel benoemd door de vorige ministerraad. Motie van wantrouwen wordt traditioneel gezien als bindend. Dat is een gebruik, geen wet. Het electoraat en parlement hebben geen wettelijk middel om een ministerraad af te zetten. Ook de nucleaire optie van een shutdown ontbreekt.""","Executive Order

""In de laatste 40 jaar heeft de ministerraad veel meer bevoegdheden gekregen om bij ministerieel besluit of bij algemene maatregel van bestuur te besluiten. Dit alles gaat er vanuit dat het parlement de regering tegen zal werken als deze autocratisch wordt, dat is zeer de vraag.""",2026-08-27T04:37:32.057000+00:00,2026-08-27T04:53:16.606000+00:00,0.2624,0.1618,0.0172,2,9,9,2,7,4.5,B,1,10,18,0,1,
